"Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  ",0
"Some applause should be given to the ""prelude"" however.  ",1
I really liked that.  ,1
A great film by a great director.  ,1
The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  ,1
The music in the film is really nice too.  ,1
I'd advise anyone to go and see it.  ,1
Brilliant!  ,1
10/10  ,1
I liked this movie way too much.  ,1
My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  ,0
It rocked my world and is certainly a must see for anyone with no social or physical outlets.  ,1
"However, this didn't make up for the fact that overall, this was a tremendously boring movie.  ",0
"There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  ",0
There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,0
"This was a poor remake of ""My Best Friends Wedding"".  ",0
"All in all, a great disappointment.  ",0
"I cannot believe that the actors agreed to do this ""film"".  ",0
I could not stand to even watch it for very long for fear of losing I.Q.  ,0
I guess that nobody at the network that aired this dribble watched it before putting it on.  ,0
"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  ",0
"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ",0
"Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  ",0
"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  ",0
All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ,0
"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ",0
"You can't relate with them, hell you barely can understand them.  ",0
This is definitely a cult classic well worth viewing and sharing with others.  ,1
"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ",0
The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  ,0
"A truly, truly bad film.  ",0
"The acting is terrible, and the writing is worse.  ",0
The only possible way this movie could be redeemed would be as MST3K fodder.  ,0
I paid too much.  ,0
"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  ",1
It was so BORING!  ,0
No plot whatsoever!  ,0
"Again, no plot at all.  ",0
Horrible!  ,0
Worst hour and a half of my life!Oh my gosh!  ,0
I had to walk out of the theatre for a few minutes just to get some relief!  ,0
I hate movies like that.  ,0
"Yeah, the movie pretty much sucked.  ",0
THERE IS NO PLOT OR STORYLINE!!  ,0
"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ",0
Awful.  ,0
I don't think I've ever gone to a movie and disliked it as much.  ,0
It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  ,0
NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  ,0
"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  ",0
"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  ",0
"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  ",1
Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  ,0
I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  ,0
This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.  ,0
I certainly do not mean this distinction in a good way.  ,0
I mean this in a terrible way.  ,0
This film has no redeeming features.  ,0
Everything is appalling.  ,0
"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  ",0
The story is beyond stupid.  ,0
The script iswas there a script?  ,0
The kids are annoying.  ,0
The lead man is charisma-free.  ,0
"Utterly without merit on any level, this is akin to torture.  ",0
I'll even say it again  this is torture.  ,0
Maybe there would be a reasonable explanation for this atrocity.  ,0
Not a pleasant voyage of self-discovery.  ,0
Highly unrecommended.  ,0
"If this premise sound stupid, that's because it is.  ",0
"Yes, it's that bad.  ",0
Nothing at all to recommend.  ,0
An excellent performance from Ms.  ,1
"Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  ",1
It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  ,1
"This movie suffered because of the writing, it needed more suspense.  ",0
There were too many close ups.  ,0
But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  ,0
But this movie is definitely a below average rent.  ,0
"""You'll love it!  ",1
This movie is BAD.  ,0
So bad.  ,0
The film is way too long.  ,0
This is definitely one of the bad ones.  ,0
The movie I received was a great quality film for it's age.  ,1
John Wayne did an incredible job for being so young in the movie industry.  ,1
His on screen presence shined thought even though there were other senior actors on the screen with him.  ,1
I think that it is a must see older John Wayne film.  ,1
I really don't see how anyone could enjoy this movie.  ,0
I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  ,0
"It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  ",0
"Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  ",0
Jamie Foxx absolutely IS Ray Charles.  ,1
His performance is simply genius.  ,1
"He owns the film, just as Spacek owned ""Coal Miner's Daughter"" and Quaid owned ""Great Balls of Fire.  ",1
""" In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.  ",1
Ray Charles is legendary.  ,1
"Ray Charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.  ",1
Hitchcock is a great director.  ,1
Ironically I mostly find his films a total waste of time to watch.  ,0
"Secondly, Hitchcock pretty much perfected the thriller and chase movie.  ",1
It's this pandering to the audience that sabotages most of his films.  ,0
Hence the whole story lacks a certain energy.  ,0
"The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  ",0
There are the usual Hitchcock logic flaws.  ,0
Mishima is extremely uninteresting.  ,0
"This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  ",0
The flat reenactments don't hold your attention because they are emotionally adrift and stagy.  ,0
"And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  ",0
"He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  ",0
"Schrader has made a resume full of lousy, amateurish films.  ",0
"When I first watched this movie, in the 80s, I loved it.  ",1
"I was totally fascinated by the music, the dancing... everything.  ",1
"However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  ",0
"I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  ",0
The character developments also lacked in depth.  ,0
"Woa, talk about awful.  ",0
Do not waste your time.  ,0
It was just too horrible.  ,0
"The worst, sappiest dialogue... I could go on and on.  ",0
But what really made it unwatchable was the direction.  ,0
The poor actors.  ,0
You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  ,0
If you check the director's filmography on this site you will see why this film didn't have a chance.  ,0
This would not even be good as a made for TV flick.  ,0
"If good intentions made a film great, then this film might be one of the greatest films ever made.  ",1
"The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  ",1
"Regrettably, the film fails.  ",0
"The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  ",0
No actress has been worse used that June Allison in this movie.  ,0
"Yet, I enjoy watching it.  ",1
"Unfortunately, this is a bad movie that is just plain bad.  ",0
"Bad script, bad direction and horrible acting make this one plain bad!  ",0
The dialogue sucked.  ,0
The cinematography-if it can be called that-sucked.  ,0
The soundtrack sucked.  ,0
The acting sucked.  ,0
The concert sequences just sucked.  ,0
That was nice.  ,1
That was funny.  ,1
It was so funny.  ,1
"Overall, this movie was cheap trash.  ",0
"But this movie is not funny, considering the ridiculousness of it.  ",0
I came out of it feeling angry.  ,0
"***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  ",1
The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.  ,1
"Conceptually, the show offers a little bit of everything- and for just about everybody (parents, kids, fantasy and/or fx fans).  ",1
"And there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here.  ",1
"All things considered, a job very well done.  ",1
Thanks good a movie like this was done and released.  ,1
"One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  ",1
"It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  ",1
"The attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.  ",1
"It is an excellent drama, an excellent thriller, and an excellent film.  ",1
Up there with the best of Melville.  ,1
Everything about this film is simply incredible.  ,1
You truly take this journey through the eyes and soul of a child.  ,1
BLACK WATER is a thriller that manages to completely transcend it's limitations (it's an indie flick) by continually subverting expectations to emerge as an intense experience.  ,1
"The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.  ",1
I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.  ,1
I'm not sure what he was trying to do with this film.  ,0
If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  ,0
There is a lot of beautiful places.  ,1
"It was forced, like everything in this movie.  ",0
"Again, lame.  ",0
Here's where the movie really pi**ed me off.  ,0
And don't even get me started on the jerky camerawork.  ,0
When I saw it in the theater I thought I was going to be sick.  ,0
Summary: The witticisms weren't witty.  ,0
"The plot - well, I said I'd let that one go.  ",0
The acting was bad.  ,0
Really bad.  ,0
"Even Billy Bob couldn't rise above the script, which was worse.  ",0
"Camerawork - again, bad.  ",0
Rating: 1 out of 10.  ,0
An AMAZING finale to possibly the BEST trilogy of all time!  ,1
Kieslowski never ceases to amaze me.  ,1
"He is one of my favourite directors, and one of the most talented directors in the history of cinema.  ",1
"His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  ",1
Three of the most visually appealing movies i've ever seen.  ,1
And his subtle connections between the three films are awesome.  ,1
"I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.  ",1
"I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  ",1
"I recommend this for EVERYONE who loves film, movies, anything...A Work of Art!  ",1
10 out of 10 for both the movie and trilogy.  ,1
I literally vomited while watching this film.  ,0
I think i was one of the people who found this another one of roth's pearls.  ,1
"his performance, as awarded, was stunning.  ",1
"the story which was told so eloquently by Francis ford Coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.  ",1
In a most wonderful location lies a story of contrast.  ,1
All in all a beautiful directed film from Nicola's roeg wih a sublime cast.  ,1
I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.  ,0
"But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as ""pretentious crap"".  ",0
"To those who find this movie intelligent or even masterful, I can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it's in our human nature to try and make sense of things) .  ",0
"One more thing: I can tolerate political incorrectness very well, I'm all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.  ",0
This is such a fun and funny movie.  ,1
Highly entertaining at all angles.  ,1
"It features an outlandish array of memorable, psychotic but lovable nuts.  ",1
"So for our enjoyment we get to see them run around, play games, and be dangerous.  ",1
It even has its sweet moments.  ,1
The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  ,1
All the characters in this film are tremendously well played.  ,1
And I really did find them funny.  ,1
This is actually a very smart movie.  ,1
There is a brilliant twist ending.  ,1
""" I love it.  ",1
"The ending is so, SO perfect... you'll shed a tear.  ",1
I am so thrilled after seeing a movie like this.  ,1
I will never forget it now.  ,1
It is not just a cult... it is a cult CLASSIC.  ,1
Which has more depth and character than the man underneath it.  ,0
The Malta settings are as dry and as barren as the dialogue.  ,0
This movie is terrible.  ,0
"The hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  ",0
"For those that haven't seen it, don't waste your time!  ",0
To call this movie a drama is ridiculous!  ,0
Started watching this but didn't believe in any of the characters.  ,0
In particular the relationship between the bakery assistant and the waitress just didn't work for me at all.  ,0
It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.  ,0
The characters were very 'stagey' and the storyline was a lot like a stage farce.  ,0
By the time the pyromaniac waylaid the assistant I was bored and didn't care what happened next and so I switched off.  ,0
Glad I didn't pay to see it.  ,0
Didn't laugh or even smile once.  ,0
But it wasn't anything at all just one big yawn...  ,0
It is a really good show to watch.  ,1
It is very educational for children 1 to 8 years old.  ,1
Barney is definitely super DE duper.  ,1
is pretty funny.  ,1
Babie Bop is very cute.  ,1
The kids are very cool too.  ,1
""" But ""Storm Trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.  ",0
It's just lame.  ,0
The guy who said he's had better dialogue with his potted plants has it right.  ,0
Everything about this movie is stupid.  ,0
"Even if you love bad movies, do not watch this movie.  ",0
It is shameful.  ,0
I would give this television series a 10 plus if i could.  ,1
"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  ",1
I must say I have taped most of the episodes and i find myself watching them over and over again.  ,1
Now you know why I gave it a 10+!  ,1
"I don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.  ",1
I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.  ,1
The things that the four kids get themselves into is absolutely hilarious to watch.  ,1
This is one of the best movies out there that shows such strong sibling bond for each other.  ,1
"Much more interesting, more action, more suspense, and less of the unneeded controversy.  ",1
Everything from acting to cinematography was solid.  ,1
Definitely worth checking out.  ,1
Damian is so talented and versatile in so many ways of writing and portraying different Characters on screen.  ,1
This movie has a cutting edge to it.  ,1
"I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  ",1
"The new characters weren't all that memorable, and I found myself forgetting who was who.  ",0
I felt as though her going to Ireland did absolutely nothing whatsoever.  ,0
"It didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  ",0
The jerky camera movements were also annoying.  ,0
The plot was the same as pretty much every other cheap horror.  ,0
"There was a few pathetic attempts to give the characters some depth, but it didn't really work into the rest of the plot.  ",0
"I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.  ",0
"If you see it, you should probably just leave it on the shelf.  ",0
"Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  ",1
This was such an awesome movie that i bought it off of Ebay.  ,1
"I really loved the story line and the poler bear was kinda cute.But if anyone has a question about Fort Steele, just ask away:)  ",1
This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times!  ,0
Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.  ,0
All this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes.  ,0
"God, and I can never get that 90 minutes back!  ",0
"I think the most wonderful parts (literally, full of ""wonder"") are the excerpts from his works.  ",1
"The sets (especially designed to work with the camera) are amazing....stylized, beautiful and effective.  ",1
They could be used as exemplars for any set designer.  ,1
The stories were powerful explorations of the nature of man and of art.  ,1
"After watching this film, I wanted to learn more about the works of this artist.  ",1
"I highly recommend this movie for anyone interested in art, poetry, theater, politics, or Japanese history.  ",1
"Here, in The Wind and the Lion, we see a wonderful rendering of America's own Imperial age.  ",1
") What makes this story different are the terrific production values - faultless photography, composition and editing - the terrific casting - the underappreciated Brian Keith playing a bully Teddy - and vivid history.  ",1
"Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's ""Big Stick"".  ",1
This is high adventure at its best.  ,1
"I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.  ",1
Having to humour him just to get by and get through the day was so apt.  ,1
"(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  ",1
Almost all of the songs in Cover Girl are old-fashioned and not very tuneful.  ,0
The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.  ,0
"Unfortunately, 'Cover Girl' is an example of how Hollywood used to exploit women for financial gain.  ",0
Non-linear narration thus many flashbacks and every part are articulated quite well.  ,1
The good cinematography also makes her and Monica Bellucci look very beautiful.  ,1
A good commentary of today's love and undoubtedly a film worth seeing.  ,1
"For people who are first timers in film making, I think they did an excellent job!!  ",1
"It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.  ",1
It's a feel-good film and that's how I felt when I came out of the cinema!  ,1
It has northern humour and positive about the community it represents.  ,1
I rather enjoyed it.  ,1
I liked it.  ,1
I couldn't take them seriously.  ,0
It really created a unique feeling though.  ,1
Vivian Schilling did an excellent job with the script.  ,1
A world better than 95% of the garbage in the theatres today.  ,1
Her role was played well.  ,1
Not too screamy not to masculine but just right.  ,1
The camera really likes her in this movie.  ,1
I would have casted her in that role after ready the script.  ,1
"As a European, the movie is a nice throwback to my time as a student in the 1980's and the experiences I had living abroad and interacting with other nationalities, although the circumstances were slightly different.  ",1
I am a fan of his ... This movie sucked really bad.  ,0
Even worse than Ticker!  ,0
& That movie was bad.  ,0
"Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  ",0
It just blew.  ,0
"This movie is excellent!Angel is beautiful and Scamp is adorable!His little yelps when hes scared,and the funniest parts are when:Scamp is caught under the curtain and when Angel and Scamp are singing 'Ive Never Had This Feeling Before'.I totally recommend this movie,its coming out on special edition on June 20.The cover has scamp on a garbage can and Angel underneath the lid.  ",1
"I just cant explain this movie more than romantic,charming,hilarious,and adorable.The junkyard scenes are funny,all the junkyard dogs have something special.Too funny i laughed,kids will LOVE it.Buy it when it comes out,it has new features!  ",1
Now we were chosen to be tortured with this disgusting piece of blatant American propaganda.  ,0
This show is made for Americans - it is too stupid and full with hatred and clichés to be admitted elsewhere.  ,0
"Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.  ",0
"I wish I could enter negative values, admins?  ",0
"The sets are so bad, they wouldn't look out of place on a Thunderbirds episode.  ",0
"The use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting (and bad is a kind word here), no continuity, scenes that are thrown in for no reason whatsoever, vehicles that looked like they were made from a Corn Flakes box and a directorial style that bordered on stupidity.  ",0
"Oh yeah, and the storyline was pathetic too.  ",0
I hate writing bad reviews about films - especially those in which I really like the star - but this film is so bad I don't believe for one second that anyone could have been proud of it.  ,0
I am not a filmmaker nor am I a director but I would hide my head in the sand if I'd spent whatever amount of money and time on this movie.  ,0
In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.  ,0
It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.  ,0
1/10 - and only because there is no setting for 0/10.  ,0
"An interesting premise, and Billy Drago is always good as a dangerous nut-bag (side note: I'd love to see Drago, Stephen McHattie and Lance Hendrikson in a flick together; talk about raging cheekbones!).  ",1
"The soundtrack wasn't terrible, either.  ",1
"But the acting--even that of such professionals as Drago and Debbie Rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable.  ",0
"Still, it was the SETS that got a big ""10"" on my ""oy-vey"" scale.  ",1
"Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.  ",0
Both do good jobs and are quite amusing.  ,1
"But the convoluted plot just didn't convince me, and much of the film was watched with a weird, questioning glance.  ",0
"I let my girlfriend talk me into seeing this - bad idea, we both hated it.  ",0
The last 15 minutes of movie are also not bad as well.  ,1
"Bela Lugosi was totally extraneous, intoning odd lines.  ",0
"The acting was decidely wooden, though no worse than a period Universal B movie.  ",0
"I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.  ",1
I believe the screenwriter did a good job of tying up the loose ends.  ,1
My 8/10 score is mostly for the plot.  ,1
"I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.  ",1
"Wow, what a bad film.  ",0
"Not frightening in the least, and barely comprehensible.  ",0
"The plot doesn't hang together at all, and the acting is absolutely appalling.  ",0
Not even good for camp value!  ,0
"I wasn't expecting Oscar material, but this?  ",0
You'd have to have the IQ of particularly stupid mollusk not to see that one coming.  ,0
This film (and I use that word loosely) is an insult to the movie-going public.  ,0
If only someone involved with it knew how to string together narrative!  ,0
"This gets a 1 out of 10, simply because there's nothing lower.  ",0
"This is one I did not have, but I watched it recently on Fox Movie Channel, and was very disappointed.  ",0
"I know he was a contract player with little control over his scripts, but the acting was as bad as the script.  ",0
